Error loading layout at './core/test-layouts': Path './core/test-layouts' either doesn't exist or is not a directory
Error loading layout from './layouts/test': Is a directory (os error 21)
Error loading layout from './layouts/goalseed-gen': Is a directory (os error 21)
Error loading layout from './layouts/goalseed-best': Is a directory (os error 21)
Error loading layout from './layouts/long-run': Is a directory (os error 21)
> gen: random restart greedy, 3 threads, top 1, from my-layout (2400s)

  1 layouts | best: -3.12T | 1/s | 0.7s   
  4 layouts | best: -1.58T | 3/s | 1.4s   
  7 layouts | best: -1.58T | 3/s | 2.1s   
  10 layouts | best: -1.46T | 2/s | 4.7s   
  13 layouts | best: -1.18T | 2/s | 5.4s   
  16 layouts | best: -1.18T | 2/s | 6.5s   
  17 layouts | best: -1.18T | 2/s | 8.6s   
  3.60K layouts | best: -1.00T | 2/s | 1552.9s   
  3.60K layouts | best: -1.00T | 2/s | 1553.8s   
  3.61K layouts | best: -1.00T | 2/s | 1554.5s   
  3.61K layouts | best: -1.00T | 2/s | 1555.3s   
  3.61K layouts | best: -1.00T | 2/s | 1556.0s   
  3.61K layouts | best: -1.00T | 2/s | 1556.9s   
  3.61K layouts | best: -1.00T | 2/s | 1558.9s   
  3.62K layouts | best: -1.00T | 2/s | 1559.7s   
  3.62K layouts | best: -1.00T | 2/s | 1560.4s   
  3.62K layouts | best: -1.00T | 2/s | 1561.1s   
  3.62K layouts | best: -1.00T | 2/s | 1561.8s   
  3.62K layouts | best: -1.00T | 2/s | 1562.6s   
  3.62K layouts | best: -1.00T | 2/s | 1563.5s   
  3.63K layouts | best: -1.00T | 2/s | 1564.2s   
  3.63K layouts | best: -1.00T | 2/s | 1565.1s   
  3.63K layouts | best: -1.00T | 2/s | 1565.7s   
  3.63K layouts | best: -1.00T | 2/s | 1566.2s   
  3.63K layouts | best: -1.00T | 2/s | 1567.0s   
  3.64K layouts | best: -1.00T | 2/s | 1568.2s   
  3.64K layouts | best: -1.00T | 2/s | 1568.9s   
  3.64K layouts | best: -1.00T | 2/s | 1569.6s   
  3.64K layouts | best: -1.00T | 2/s | 1570.4s   
  3.65K layouts | best: -1.00T | 2/s | 1571.1s   
  3.65K layouts | best: -1.00T | 2/s | 1571.8s   
  3.65K layouts | best: -1.00T | 2/s | 1573.0s   
  3.65K layouts | best: -1.00T | 2/s | 1573.8s   
  3.65K layouts | best: -1.00T | 2/s | 1574.8s   
  3.65K layouts | best: -1.00T | 2/s | 1575.8s   
  3.66K layouts | best: -1.00T | 2/s | 1576.6s   
  3.66K layouts | best: -1.00T | 2/s | 1577.3s   
  3.66K layouts | best: -1.00T | 2/s | 1578.2s   
  3.66K layouts | best: -1.00T | 2/s | 1579.7s   
  3.66K layouts | best: -1.00T | 2/s | 1580.4s   
  3.67K layouts | best: -1.00T | 2/s | 1581.6s   
  3.67K layouts | best: -1.00T | 2/s | 1582.3s   
  3.67K layouts | best: -1.00T | 2/s | 1583.0s   
  3.67K layouts | best: -1.00T | 2/s | 1583.7s   
  3.67K layouts | best: -1.00T | 2/s | 1584.5s   
  3.67K layouts | best: -1.00T | 2/s | 1585.2s   
  3.68K layouts | best: -1.00T | 2/s | 1585.9s   
  3.68K layouts | best: -1.00T | 2/s | 1586.6s   
  3.68K layouts | best: -1.00T | 2/s | 1587.3s   
  3.68K layouts | best: -1.00T | 2/s | 1588.1s   
  3.69K layouts | best: -1.00T | 2/s | 1588.8s   
  3.69K layouts | best: -1.00T | 2/s | 1589.8s   
  3.69K layouts | best: -1.00T | 2/s | 1590.5s   
  3.69K layouts | best: -1.00T | 2/s | 1591.2s   
  3.69K layouts | best: -1.00T | 2/s | 1591.8s   
  3.70K layouts | best: -1.00T | 2/s | 1592.7s   
  3.70K layouts | best: -1.00T | 2/s | 1593.5s   
  3.70K layouts | best: -1.00T | 2/s | 1594.2s   
  3.70K layouts | best: -1.00T | 2/s | 1594.9s   
  3.70K layouts | best: -1.00T | 2/s | 1595.7s   
  3.71K layouts | best: -1.00T | 2/s | 1596.5s   
  3.71K layouts | best: -1.00T | 2/s | 1599.3s   
  3.71K layouts | best: -1.00T | 2/s | 1599.8s   
  3.71K layouts | best: -1.00T | 2/s | 1600.6s   
  3.72K layouts | best: -1.00T | 2/s | 1601.3s   
  3.72K layouts | best: -1.00T | 2/s | 1602.1s   
  3.72K layouts | best: -1.00T | 2/s | 1603.1s   
  3.72K layouts | best: -1.00T | 2/s | 1603.9s   
  3.72K layouts | best: -1.00T | 2/s | 1604.4s   
  3.73K layouts | best: -1.00T | 2/s | 1605.0s   
  3.73K layouts | best: -1.00T | 2/s | 1606.1s   
  3.73K layouts | best: -1.00T | 2/s | 1606.8s   
  3.73K layouts | best: -1.00T | 2/s | 1607.5s   
  3.73K layouts | best: -1.00T | 2/s | 1608.1s   
  3.74K layouts | best: -1.00T | 2/s | 1608.8s   
  3.74K layouts | best: -1.00T | 2/s | 1609.5s   
  3.74K layouts | best: -1.00T | 2/s | 1610.3s   
  3.74K layouts | best: -1.00T | 2/s | 1611.0s   
  3.74K layouts | best: -1.00T | 2/s | 1611.9s   
  3.75K layouts | best: -1.00T | 2/s | 1612.6s   
  3.75K layouts | best: -1.00T | 2/s | 1614.4s   
  3.75K layouts | best: -1.00T | 2/s | 1615.1s   
  3.75K layouts | best: -1.00T | 2/s | 1615.9s   
  3.75K layouts | best: -1.00T | 2/s | 1616.6s   
  3.75K layouts | best: -1.00T | 2/s | 1617.4s   
  3.76K layouts | best: -1.00T | 2/s | 1618.2s   
  3.76K layouts | best: -1.00T | 2/s | 1618.9s   
  3.76K layouts | best: -1.00T | 2/s | 1619.7s   
  3.76K layouts | best: -1.00T | 2/s | 1620.5s   
  3.76K layouts | best: -1.00T | 2/s | 1621.2s   
  3.76K layouts | best: -1.00T | 2/s | 1621.9s   
  3.77K layouts | best: -1.00T | 2/s | 1622.6s   
  3.77K layouts | best: -1.00T | 2/s | 1623.8s   
  3.77K layouts | best: -1.00T | 2/s | 1624.6s   
  3.77K layouts | best: -1.00T | 2/s | 1625.3s   
  3.77K layouts | best: -1.00T | 2/s | 1625.9s   
  3.77K layouts | best: -1.00T | 2/s | 1626.7s   
  3.77K layouts | best: -1.00T | 2/s | 1627.2s   
  3.78K layouts | best: -1.00T | 2/s | 1628.0s   
  3.78K layouts | best: -1.00T | 2/s | 1628.7s   
  3.78K layouts | best: -1.00T | 2/s | 1629.4s   
  3.78K layouts | best: -1.00T | 2/s | 1630.1s   
  3.79K layouts | best: -1.00T | 2/s | 1630.8s   
  3.79K layouts | best: -1.00T | 2/s | 1632.2s   
  3.79K layouts | best: -1.00T | 2/s | 1633.2s   
  3.79K layouts | best: -1.00T | 2/s | 1634.5s   
  3.79K layouts | best: -1.00T | 2/s | 1635.1s   
  3.79K layouts | best: -1.00T | 2/s | 1636.0s   
  3.79K layouts | best: -1.00T | 2/s | 1636.7s   
  3.80K layouts | best: -1.00T | 2/s | 1637.4s   
  3.80K layouts | best: -1.00T | 2/s | 1638.2s   
  3.80K layouts | best: -1.00T | 2/s | 1638.9s   
  3.80K layouts | best: -1.00T | 2/s | 1640.3s   
  3.80K layouts | best: -1.00T | 2/s | 1641.2s   
  3.80K layouts | best: -1.00T | 2/s | 1641.9s   
  3.81K layouts | best: -1.00T | 2/s | 1642.7s   
  3.81K layouts | best: -1.00T | 2/s | 1643.3s   
  3.81K layouts | best: -1.00T | 2/s | 1644.0s   
  3.81K layouts | best: -1.00T | 2/s | 1644.8s   
  3.81K layouts | best: -1.00T | 2/s | 1645.9s   
  3.81K layouts | best: -1.00T | 2/s | 1646.6s   
  3.82K layouts | best: -1.00T | 2/s | 1647.3s   
  3.82K layouts | best: -1.00T | 2/s | 1647.9s   
  3.82K layouts | best: -1.00T | 2/s | 1650.3s   
  3.82K layouts | best: -1.00T | 2/s | 1651.0s   
  3.82K layouts | best: -1.00T | 2/s | 1653.5s   
  3.83K layouts | best: -1.00T | 2/s | 1654.1s   
  3.83K layouts | best: -1.00T | 2/s | 1654.6s   
  3.83K layouts | best: -1.00T | 2/s | 1655.4s   
  3.83K layouts | best: -1.00T | 2/s | 1656.1s   
  3.83K layouts | best: -1.00T | 2/s | 1656.8s   
  3.83K layouts | best: -1.00T | 2/s | 1657.6s   
  3.84K layouts | best: -1.00T | 2/s | 1658.3s   
  3.84K layouts | best: -1.00T | 2/s | 1660.3s   
  3.84K layouts | best: -1.00T | 2/s | 1661.0s   
  3.84K layouts | best: -1.00T | 2/s | 1661.9s   
  3.85K layouts | best: -1.00T | 2/s | 1662.6s   
  3.85K layouts | best: -1.00T | 2/s | 1663.5s   
  3.85K layouts | best: -1.00T | 2/s | 1664.3s   
  3.85K layouts | best: -1.00T | 2/s | 1665.0s   
  3.85K layouts | best: -1.00T | 2/s | 1665.7s   
  3.86K layouts | best: -1.00T | 2/s | 1666.4s   
  3.86K layouts | best: -1.00T | 2/s | 1667.1s   
  3.86K layouts | best: -1.00T | 2/s | 1667.8s   
  3.86K layouts | best: -1.00T | 2/s | 1668.6s   
  3.87K layouts | best: -1.00T | 2/s | 1669.3s   
  3.87K layouts | best: -1.00T | 2/s | 1670.0s   
  3.87K layouts | best: -1.00T | 2/s | 1670.8s   
  3.87K layouts | best: -1.00T | 2/s | 1671.8s   
  3.87K layouts | best: -1.00T | 2/s | 1672.5s   
  3.88K layouts | best: -1.00T | 2/s | 1673.6s   
  3.88K layouts | best: -1.00T | 2/s | 1675.3s   
  3.88K layouts | best: -1.00T | 2/s | 1676.1s   
  3.88K layouts | best: -1.00T | 2/s | 1676.7s   
  3.88K layouts | best: -1.00T | 2/s | 1677.4s   
  3.89K layouts | best: -1.00T | 2/s | 1678.3s   
  3.89K layouts | best: -1.00T | 2/s | 1679.1s   
  3.89K layouts | best: -1.00T | 2/s | 1679.8s   
  3.89K layouts | best: -1.00T | 2/s | 1680.5s   
  3.89K layouts | best: -1.00T | 2/s | 1681.2s   
  3.90K layouts | best: -1.00T | 2/s | 1682.0s   
  3.90K layouts | best: -1.00T | 2/s | 1682.8s   
  3.90K layouts | best: -1.00T | 2/s | 1683.6s   
  3.90K layouts | best: -1.00T | 2/s | 1684.3s   
  3.90K layouts | best: -1.00T | 2/s | 1685.0s   
  3.90K layouts | best: -1.00T | 2/s | 1685.8s   
  3.91K layouts | best: -1.00T | 2/s | 1686.6s   
  3.91K layouts | best: -1.00T | 2/s | 1687.7s   
  3.91K layouts | best: -1.00T | 2/s | 1688.5s   
  3.91K layouts | best: -1.00T | 2/s | 1689.2s   
  3.91K layouts | best: -1.00T | 2/s | 1689.9s   
  3.92K layouts | best: -1.00T | 2/s | 1690.6s   
  3.92K layouts | best: -1.00T | 2/s | 1691.7s   
  3.92K layouts | best: -1.00T | 2/s | 1692.4s   
  3.92K layouts | best: -1.00T | 2/s | 1693.1s   
  3.92K layouts | best: -1.00T | 2/s | 1693.8s   
  3.93K layouts | best: -1.00T | 2/s | 1694.6s   
  3.93K layouts | best: -1.00T | 2/s | 1695.3s   
  3.93K layouts | best: -1.00T | 2/s | 1696.6s   
  3.93K layouts | best: -1.00T | 2/s | 1697.7s   
  3.93K layouts | best: -1.00T | 2/s | 1698.3s   
  3.94K layouts | best: -1.00T | 2/s | 1699.1s   
  3.94K layouts | best: -1.00T | 2/s | 1699.9s   
  3.94K layouts | best: -1.00T | 2/s | 1700.6s   
  3.94K layouts | best: -1.00T | 2/s | 1701.4s   
  3.95K layouts | best: -1.00T | 2/s | 1703.5s   
  3.95K layouts | best: -1.00T | 2/s | 1704.2s   
  3.95K layouts | best: -1.00T | 2/s | 1704.9s   
  3.95K layouts | best: -1.00T | 2/s | 1705.6s   
  3.96K layouts | best: -1.00T | 2/s | 1706.8s   
  3.96K layouts | best: -1.00T | 2/s | 1708.6s   
  3.96K layouts | best: -1.00T | 2/s | 1709.3s   
  3.96K layouts | best: -1.00T | 2/s | 1710.2s   
  3.96K layouts | best: -1.00T | 2/s | 1710.9s   
  3.96K layouts | best: -1.00T | 2/s | 1712.7s   
  3.96K layouts | best: -1.00T | 2/s | 1713.5s   
  3.97K layouts | best: -1.00T | 2/s | 1714.2s   
  3.97K layouts | best: -1.00T | 2/s | 1715.0s   
  3.97K layouts | best: -1.00T | 2/s | 1715.8s   
  3.97K layouts | best: -1.00T | 2/s | 1716.5s   
  3.97K layouts | best: -1.00T | 2/s | 1717.1s   
  3.98K layouts | best: -1.00T | 2/s | 1718.0s   
  3.98K layouts | best: -1.00T | 2/s | 1718.7s   
  3.98K layouts | best: -1.00T | 2/s | 1719.4s   
  3.99K layouts | best: -1.00T | 2/s | 1720.1s   
  3.99K layouts | best: -1.00T | 2/s | 1721.2s   
  3.99K layouts | best: -1.00T | 2/s | 1721.9s   
  3.99K layouts | best: -1.00T | 2/s | 1722.6s   
  3.99K layouts | best: -1.00T | 2/s | 1723.4s   
  4.00K layouts | best: -1.00T | 2/s | 1726.2s   
  4.00K layouts | best: -1.00T | 2/s | 1726.8s   
  4.00K layouts | best: -1.00T | 2/s | 1727.7s   
  4.00K layouts | best: -1.00T | 2/s | 1728.4s   
  4.00K layouts | best: -1.00T | 2/s | 1729.2s   
  4.01K layouts | best: -1.00T | 2/s | 1730.0s   
  4.01K layouts | best: -1.00T | 2/s | 1732.2s   
  4.01K layouts | best: -1.00T | 2/s | 1732.9s   
  4.01K layouts | best: -1.00T | 2/s | 1733.7s   
  4.02K layouts | best: -1.00T | 2/s | 1734.4s   
  4.02K layouts | best: -1.00T | 2/s | 1736.0s   
  4.02K layouts | best: -1.00T | 2/s | 1736.5s   
  4.02K layouts | best: -1.00T | 2/s | 1737.2s   
  4.02K layouts | best: -1.00T | 2/s | 1737.9s   
  4.03K layouts | best: -1.00T | 2/s | 1738.6s   
  4.03K layouts | best: -1.00T | 2/s | 1739.3s   
  4.03K layouts | best: -1.00T | 2/s | 1740.2s   
  4.03K layouts | best: -1.00T | 2/s | 1741.6s   
  4.03K layouts | best: -1.00T | 2/s | 1742.3s   
  4.03K layouts | best: -1.00T | 2/s | 1743.0s   
  4.04K layouts | best: -1.00T | 2/s | 1743.6s   
  4.04K layouts | best: -1.00T | 2/s | 1744.4s   
  4.04K layouts | best: -1.00T | 2/s | 1745.1s   
  4.04K layouts | best: -1.00T | 2/s | 1745.8s   
  4.04K layouts | best: -1.00T | 2/s | 1746.9s   
  4.05K layouts | best: -1.00T | 2/s | 1747.6s   
  4.05K layouts | best: -1.00T | 2/s | 1748.7s   
  4.05K layouts | best: -1.00T | 2/s | 1749.8s   
  4.05K layouts | best: -1.00T | 2/s | 1750.4s   
  4.05K layouts | best: -1.00T | 2/s | 1751.4s   
  4.05K layouts | best: -1.00T | 2/s | 1753.5s   
  4.05K layouts | best: -1.00T | 2/s | 1754.2s   
  4.06K layouts | best: -1.00T | 2/s | 1754.9s   
  4.06K layouts | best: -1.00T | 2/s | 1756.0s   
  4.06K layouts | best: -1.00T | 2/s | 1756.7s   
  4.06K layouts | best: -1.00T | 2/s | 1758.0s   
  4.06K layouts | best: -1.00T | 2/s | 1758.7s   
  4.07K layouts | best: -1.00T | 2/s | 1759.4s   
  4.07K layouts | best: -1.00T | 2/s | 1760.2s   
  4.07K layouts | best: -1.00T | 2/s | 1760.9s   
  4.07K layouts | best: -1.00T | 2/s | 1761.7s   
  4.08K layouts | best: -1.00T | 2/s | 1762.5s   
  4.08K layouts | best: -1.00T | 2/s | 1763.2s   
  4.08K layouts | best: -1.00T | 2/s | 1763.8s   
  4.08K layouts | best: -1.00T | 2/s | 1764.6s   
  4.08K layouts | best: -1.00T | 2/s | 1765.4s   
  4.08K layouts | best: -1.00T | 2/s | 1766.1s   
  4.09K layouts | best: -1.00T | 2/s | 1766.9s   
  4.09K layouts | best: -1.00T | 2/s | 1767.4s   
  4.09K layouts | best: -1.00T | 2/s | 1768.1s   
  4.09K layouts | best: -1.00T | 2/s | 1769.1s   
  4.09K layouts | best: -1.00T | 2/s | 1769.7s   
  4.10K layouts | best: -1.00T | 2/s | 1770.4s   
  4.10K layouts | best: -1.00T | 2/s | 1771.2s   
  4.10K layouts | best: -1.00T | 2/s | 1772.1s   
  4.10K layouts | best: -1.00T | 2/s | 1772.7s   
  4.10K layouts | best: -1.00T | 2/s | 1773.4s   
  4.10K layouts | best: -1.00T | 2/s | 1774.0s   
  4.10K layouts | best: -1.00T | 2/s | 1775.1s   
  4.10K layouts | best: -1.00T | 2/s | 1775.9s   
  4.11K layouts | best: -1.00T | 2/s | 1776.6s   
  4.11K layouts | best: -1.00T | 2/s | 1777.3s   
  4.11K layouts | best: -1.00T | 2/s | 1778.1s   
  4.11K layouts | best: -1.00T | 2/s | 1779.3s   
  4.11K layouts | best: -1.00T | 2/s | 1780.0s   
  4.11K layouts | best: -1.00T | 2/s | 1780.5s   
  4.12K layouts | best: -1.00T | 2/s | 1781.7s   
  4.12K layouts | best: -1.00T | 2/s | 1782.9s   
  4.12K layouts | best: -1.00T | 2/s | 1783.5s   
  4.12K layouts | best: -1.00T | 2/s | 1784.2s   
  4.12K layouts | best: -1.00T | 2/s | 1784.9s   
  4.12K layouts | best: -1.00T | 2/s | 1785.7s   
  4.13K layouts | best: -1.00T | 2/s | 1786.4s   
  4.13K layouts | best: -1.00T | 2/s | 1787.1s   
  4.13K layouts | best: -1.00T | 2/s | 1788.2s   
  4.13K layouts | best: -1.00T | 2/s | 1788.9s   
  4.14K layouts | best: -1.00T | 2/s | 1790.2s   
  4.14K layouts | best: -1.00T | 2/s | 1790.9s   
  4.14K layouts | best: -1.00T | 2/s | 1791.6s   
  4.14K layouts | best: -1.00T | 2/s | 1792.4s   
  4.14K layouts | best: -1.00T | 2/s | 1793.1s   
  4.14K layouts | best: -1.00T | 2/s | 1794.0s   
  4.15K layouts | best: -1.00T | 2/s | 1794.7s   
  4.15K layouts | best: -1.00T | 2/s | 1795.5s   
  4.15K layouts | best: -1.00T | 2/s | 1796.3s   
  4.15K layouts | best: -1.00T | 2/s | 1796.8s   
  4.16K layouts | best: -1.00T | 2/s | 1797.5s   
  4.16K layouts | best: -1.00T | 2/s | 1798.1s   
  4.16K layouts | best: -1.00T | 2/s | 1798.9s   
  4.16K layouts | best: -1.00T | 2/s | 1800.1s   
  4.16K layouts | best: -1.00T | 2/s | 1800.8s   
  4.16K layouts | best: -1.00T | 2/s | 1801.4s   
  4.17K layouts | best: -1.00T | 2/s | 1802.1s   
  4.17K layouts | best: -1.00T | 2/s | 1802.8s   
  4.17K layouts | best: -1.00T | 2/s | 1803.8s   
  4.17K layouts | best: -1.00T | 2/s | 1804.7s   
  4.17K layouts | best: -1.00T | 2/s | 1805.4s   
  4.18K layouts | best: -1.00T | 2/s | 1806.2s   
  4.18K layouts | best: -1.00T | 2/s | 1807.1s   
  4.18K layouts | best: -1.00T | 2/s | 1807.8s   
  4.18K layouts | best: -1.00T | 2/s | 1808.4s   
  4.18K layouts | best: -1.00T | 2/s | 1809.2s   
  4.19K layouts | best: -1.00T | 2/s | 1809.9s   
  4.19K layouts | best: -1.00T | 2/s | 1811.0s   
  4.19K layouts | best: -1.00T | 2/s | 1812.8s   
  4.19K layouts | best: -1.00T | 2/s | 1813.4s   
  4.19K layouts | best: -1.00T | 2/s | 1814.1s   
  4.20K layouts | best: -1.00T | 2/s | 1814.9s   
  4.20K layouts | best: -1.00T | 2/s | 1815.8s   
  4.20K layouts | best: -1.00T | 2/s | 1816.5s   
  4.20K layouts | best: -1.00T | 2/s | 1817.7s   
  4.20K layouts | best: -1.00T | 2/s | 1818.4s   
  4.21K layouts | best: -1.00T | 2/s | 1819.9s   
  4.21K layouts | best: -1.00T | 2/s | 1820.6s   
  4.21K layouts | best: -1.00T | 2/s | 1821.3s   
  4.21K layouts | best: -1.00T | 2/s | 1822.5s   
  4.21K layouts | best: -1.00T | 2/s | 1823.3s   
  4.21K layouts | best: -1.00T | 2/s | 1823.8s   
  4.21K layouts | best: -1.00T | 2/s | 1824.6s   
  4.22K layouts | best: -1.00T | 2/s | 1825.3s   
  4.22K layouts | best: -1.00T | 2/s | 1826.0s   
  4.22K layouts | best: -1.00T | 2/s | 1826.8s   
  4.22K layouts | best: -1.00T | 2/s | 1827.5s   
  4.22K layouts | best: -1.00T | 2/s | 1828.2s   
  4.22K layouts | best: -1.00T | 2/s | 1828.8s   
  4.23K layouts | best: -1.00T | 2/s | 1829.6s   
  4.23K layouts | best: -1.00T | 2/s | 1830.3s   
  4.23K layouts | best: -1.00T | 2/s | 1831.2s   
  4.23K layouts | best: -1.00T | 2/s | 1831.9s   
  4.23K layouts | best: -1.00T | 2/s | 1832.7s   
  4.23K layouts | best: -1.00T | 2/s | 1833.2s   
  4.24K layouts | best: -1.00T | 2/s | 1834.3s   
  4.24K layouts | best: -1.00T | 2/s | 1835.9s   
  4.24K layouts | best: -1.00T | 2/s | 1836.6s   
  4.24K layouts | best: -1.00T | 2/s | 1837.4s   
  4.25K layouts | best: -1.00T | 2/s | 1838.2s   
  4.25K layouts | best: -1.00T | 2/s | 1838.9s   
  4.25K layouts | best: -1.00T | 2/s | 1839.9s   
  4.25K layouts | best: -1.00T | 2/s | 1840.6s   
  4.25K layouts | best: -1.00T | 2/s | 1841.6s   
  4.26K layouts | best: -1.00T | 2/s | 1842.3s   
  4.26K layouts | best: -1.00T | 2/s | 1843.0s   
  4.26K layouts | best: -1.00T | 2/s | 1845.0s   
  4.26K layouts | best: -1.00T | 2/s | 1845.8s   
  4.26K layouts | best: -1.00T | 2/s | 1846.4s   
  4.26K layouts | best: -1.00T | 2/s | 1847.3s   
  4.27K layouts | best: -1.00T | 2/s | 1848.0s   
  4.27K layouts | best: -1.00T | 2/s | 1848.8s   
  4.27K layouts | best: -1.00T | 2/s | 1849.3s   
  4.27K layouts | best: -1.00T | 2/s | 1849.9s   
  4.27K layouts | best: -1.00T | 2/s | 1850.6s   
  4.28K layouts | best: -1.00T | 2/s | 1851.4s   
  4.28K layouts | best: -1.00T | 2/s | 1852.1s   
  4.28K layouts | best: -1.00T | 2/s | 1852.8s   
  4.28K layouts | best: -1.00T | 2/s | 1854.2s   
  4.28K layouts | best: -1.00T | 2/s | 1854.9s   
  4.28K layouts | best: -1.00T | 2/s | 1855.7s   
  4.29K layouts | best: -1.00T | 2/s | 1858.0s   
  4.29K layouts | best: -1.00T | 2/s | 1858.6s   
  4.29K layouts | best: -1.00T | 2/s | 1859.4s   
  4.29K layouts | best: -1.00T | 2/s | 1860.1s   
  4.29K layouts | best: -1.00T | 2/s | 1860.8s   
  4.29K layouts | best: -1.00T | 2/s | 1862.7s   
  4.30K layouts | best: -1.00T | 2/s | 1863.9s   
  4.30K layouts | best: -1.00T | 2/s | 1864.6s   
  4.30K layouts | best: -1.00T | 2/s | 1865.3s   
  4.30K layouts | best: -1.00T | 2/s | 1866.2s   
  4.31K layouts | best: -1.00T | 2/s | 1866.9s   
  4.31K layouts | best: -1.00T | 2/s | 1867.6s   
  4.31K layouts | best: -1.00T | 2/s | 1868.4s   
  4.31K layouts | best: -1.00T | 2/s | 1869.1s   
  4.32K layouts | best: -1.00T | 2/s | 1869.9s   
  4.32K layouts | best: -1.00T | 2/s | 1870.6s   
  4.32K layouts | best: -1.00T | 2/s | 1871.3s   
  4.32K layouts | best: -1.00T | 2/s | 1872.1s   
  4.32K layouts | best: -1.00T | 2/s | 1872.9s   
  4.32K layouts | best: -1.00T | 2/s | 1873.4s   
  4.33K layouts | best: -1.00T | 2/s | 1874.1s   
  4.33K layouts | best: -1.00T | 2/s | 1874.9s   
  4.33K layouts | best: -1.00T | 2/s | 1875.7s   
  4.33K layouts | best: -1.00T | 2/s | 1876.4s   
  4.33K layouts | best: -1.00T | 2/s | 1877.2s   
  4.34K layouts | best: -1.00T | 2/s | 1877.9s   
  4.34K layouts | best: -1.00T | 2/s | 1878.6s   
  4.34K layouts | best: -1.00T | 2/s | 1879.2s   
  4.34K layouts | best: -1.00T | 2/s | 1879.9s   
  4.35K layouts | best: -1.00T | 2/s | 1880.6s   
  4.35K layouts | best: -1.00T | 2/s | 1881.3s   
  4.35K layouts | best: -1.00T | 2/s | 1882.3s   
  4.35K layouts | best: -1.00T | 2/s | 1884.0s   
  4.35K layouts | best: -1.00T | 2/s | 1884.8s   
  4.36K layouts | best: -1.00T | 2/s | 1885.9s   
  4.36K layouts | best: -1.00T | 2/s | 1887.8s   
  4.36K layouts | best: -1.00T | 2/s | 1888.5s   
  4.36K layouts | best: -1.00T | 2/s | 1889.2s   
  4.36K layouts | best: -1.00T | 2/s | 1890.8s   
  4.37K layouts | best: -1.00T | 2/s | 1891.5s   
  4.37K layouts | best: -1.00T | 2/s | 1892.3s   
  4.37K layouts | best: -1.00T | 2/s | 1893.1s   
  4.37K layouts | best: -1.00T | 2/s | 1894.0s   
  4.37K layouts | best: -1.00T | 2/s | 1894.5s   
  4.37K layouts | best: -1.00T | 2/s | 1896.7s   
  4.37K layouts | best: -1.00T | 2/s | 1897.4s   
  4.38K layouts | best: -1.00T | 2/s | 1898.1s   
  4.38K layouts | best: -1.00T | 2/s | 1898.9s   
  4.38K layouts | best: -1.00T | 2/s | 1899.6s   
  4.38K layouts | best: -1.00T | 2/s | 1900.4s   
  4.38K layouts | best: -1.00T | 2/s | 1901.2s   
  4.39K layouts | best: -1.00T | 2/s | 1901.9s   
  4.39K layouts | best: -1.00T | 2/s | 1902.6s   
  4.39K layouts | best: -1.00T | 2/s | 1903.4s   
  4.39K layouts | best: -1.00T | 2/s | 1903.9s   
  4.39K layouts | best: -1.00T | 2/s | 1904.6s   
  4.40K layouts | best: -1.00T | 2/s | 1905.4s   
  4.40K layouts | best: -1.00T | 2/s | 1906.2s   
  4.40K layouts | best: -1.00T | 2/s | 1906.9s   
  4.40K layouts | best: -1.00T | 2/s | 1907.8s   
  4.41K layouts | best: -1.00T | 2/s | 1908.6s   
  4.41K layouts | best: -1.00T | 2/s | 1909.3s   
  4.41K layouts | best: -1.00T | 2/s | 1910.0s   
  4.41K layouts | best: -1.00T | 2/s | 1910.8s   
  4.41K layouts | best: -1.00T | 2/s | 1911.5s   
  4.42K layouts | best: -1.00T | 2/s | 1912.2s   
  4.42K layouts | best: -1.00T | 2/s | 1913.2s   
  4.42K layouts | best: -1.00T | 2/s | 1914.1s   
  4.42K layouts | best: -1.00T | 2/s | 1915.7s   
  4.42K layouts | best: -1.00T | 2/s | 1917.3s   
  4.42K layouts | best: -1.00T | 2/s | 1918.1s   
  4.42K layouts | best: -1.00T | 2/s | 1918.6s   
  4.43K layouts | best: -1.00T | 2/s | 1919.4s   
  4.43K layouts | best: -1.00T | 2/s | 1920.1s   
  4.43K layouts | best: -1.00T | 2/s | 1920.6s   
  4.43K layouts | best: -1.00T | 2/s | 1921.3s   
  4.44K layouts | best: -1.00T | 2/s | 1922.1s   
  4.44K layouts | best: -1.00T | 2/s | 1922.8s   
  4.44K layouts | best: -1.00T | 2/s | 1923.5s   
  4.45K layouts | best: -1.00T | 2/s | 1924.2s   
  4.45K layouts | best: -1.00T | 2/s | 1924.7s   
  4.45K layouts | best: -1.00T | 2/s | 1925.5s   
  4.45K layouts | best: -1.00T | 2/s | 1926.6s   
  4.45K layouts | best: -1.00T | 2/s | 1927.3s   
  4.45K layouts | best: -1.00T | 2/s | 1928.1s   
  4.46K layouts | best: -1.00T | 2/s | 1929.0s   
  4.46K layouts | best: -1.00T | 2/s | 1929.7s   
  4.46K layouts | best: -1.00T | 2/s | 1931.3s   
  4.46K layouts | best: -1.00T | 2/s | 1932.0s   
  4.46K layouts | best: -1.00T | 2/s | 1932.6s   
  4.46K layouts | best: -1.00T | 2/s | 1933.4s   
  4.47K layouts | best: -1.00T | 2/s | 1935.4s   
  4.47K layouts | best: -1.00T | 2/s | 1936.0s   
  4.47K layouts | best: -1.00T | 2/s | 1936.9s   
  4.47K layouts | best: -1.00T | 2/s | 1937.6s   
